seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,commit_reason,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
62,0,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,1,open,0.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full
62,2,covered,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,3,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full
62,4,open,1.0,7,2,0,6,timeout,6.02535169073515,explore,exploit,False,stage3_1a,full
62,5,covered,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,6,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full
62,7,covered,0.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full
62,8,open,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,9,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,10,open,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,11,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,12,open,1.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full
62,13,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,14,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full
62,15,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,16,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,17,covered,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,18,covered,0.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full
62,19,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,20,covered,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,21,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,22,covered,1.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full
62,23,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,24,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,25,covered,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,26,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,27,open,1.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full
62,28,open,1.0,7,2,0,6,timeout,6.02535169073515,explore,exploit,False,stage3_1a,full
62,29,covered,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,30,open,0.0,7,2,0,6,timeout,6.02535169073515,explore,exploit,False,stage3_1a,full
62,31,open,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,32,covered,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,33,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,34,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full
62,35,open,0.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full
62,36,covered,1.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full
62,37,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,38,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,39,covered,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,40,covered,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,41,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,42,open,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,43,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full
62,44,covered,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,45,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,46,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,47,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,48,covered,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,49,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,50,covered,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,51,open,1.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full
62,52,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,53,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,54,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,55,covered,1.0,7,1,0,6,bound,5.025351690735149,explore,exploit,False,stage3_1a,full
62,56,open,1.0,7,2,0,6,timeout,6.02535169073515,explore,exploit,False,stage3_1a,full
62,57,open,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,58,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,59,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,60,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full
62,61,open,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
62,62,open,0.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,63,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,64,covered,1.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full
62,65,covered,0.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full
62,66,open,1.0,4,0,0,3,bound,2.995732273553991,explore,exploit,False,stage3_1a,full
62,67,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full
