seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,commit_reason,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
55,0,open,0.0,4,1,0,3,bound,3.9957322735539913,explore,exploit,False,stage3_1a,full
55,1,covered,0.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,2,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,3,covered,1.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,4,covered,1.0,4,1,0,3,bound,3.9957322735539913,explore,exploit,False,stage3_1a,full
55,5,open,0.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,6,covered,0.0,4,1,0,3,bound,3.9957322735539913,explore,exploit,False,stage3_1a,full
55,7,covered,0.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,8,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,9,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,10,covered,1.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,11,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,12,covered,1.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,13,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,14,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,15,covered,0.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,16,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,17,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,18,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,19,open,1.0,4,1,0,3,bound,3.9957322735539913,explore,exploit,False,stage3_1a,full
55,20,open,1.0,4,2,0,3,bound,4.995732273553991,explore,exploit,False,stage3_1a,full
55,21,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,22,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,23,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
55,24,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full
